12,11
1,4
2,5
2,1
3,7
3,6
3,2
8,4
8,9
8,10
10,12
10,11
20,19
1,2
1,4
1,5
4,7
5,6
6,3
9,6
9,8
9,13
11,10
11,16
12,11
12,17
13,12
13,14
14,18
16,15
16,19
18,20
13,12
1,3
4,6
4,2
4,8
4,7
4,13
6,3
8,5
8,11
10,12
11,9
11,10
12,11
2,1
2,3
2,6
5,9
6,5
6,7
6,10
7,8
7,11
8,4
8,12
100,99
0,12
0,4
0,17
0,27
0,1
0,33
0,2
0,10
4,34
4,8
4,9
5,16
5,52
5,54
5,58
5,63
5,85
5,95
5,97
12,14
12,15
12,23
12,29
12,39
12,88
12,90
12,93
17,6
17,55
17,32
18,24
18,28
18,30
18,37
18,42
18,71
18,76
18,78
26,20
26,35
26,44
26,46
26,53
26,66
26,87
27,21
27,25
27,41
29,26
29,49
29,80
29,86
29,91
41,11
41,61
41,67
41,70
41,75
41,81
41,82
47,56
47,60
47,62
47,64
47,65
47,96
47,98
55,13
55,40
55,48
55,59
55,68
55,77
55,79
80,3
80,5
80,18
80,19
80,47
80,92
80,94
96,7
96,31
96,45
96,50
96,51
96,57
96,69
96,73
96,83
98,22
98,36
98,38
98,43
98,72
98,74
98,84
98,89
98,99
100,99
0,30
0,40
0,44
0,3
0,10
0,4
3,42
3,47
3,15
4,1
4,20
4,16
9,41
9,50
9,52
9,57
9,58
9,59
9,72
9,74
9,79
10,13
10,71
10,27
11,7
11,29
11,17
13,14
13,22
13,23
13,28
13,31
13,32
13,64
13,97
18,5
18,37
18,49
20,66
20,75
20,83
20,96
20,99
20,25
20,26
20,46
30,33
30,34
30,35
30,36
30,45
30,53
30,56
30,61
36,2
36,11
36,48
36,54
36,62
36,82
36,92
44,18
44,43
44,60
51,12
51,68
51,73
51,77
51,78
51,94
51,95
60,21
60,65
60,69
60,86
60,89
60,91
67,8
67,70
67,87
67,88
69,19
69,24
69,51
69,67
69,80
69,81
69,84
81,6
81,38
81,39
81,55
81,63
81,76
81,98
81,85
82,9
82,90
82,93
100,99
0,9
0,16
0,17
0,32
0,43
0,52
0,69
0,80
0,88
12,11
12,37
12,76
15,21
15,61
15,54
22,8
22,12
22,15
22,35
22,51
22,68
22,81
36,38
36,59
36,83
36,92
39,26
39,31
39,89
44,4
44,58
48,10
48,19
48,22
48,30
48,41
48,44
48,57
48,79
53,18
53,28
53,34
58,46
58,66
58,73
62,3
62,56
62,98
63,42
63,50
63,53
63,64
63,72
63,74
63,97
67,75
67,78
67,82
67,86
67,87
67,96
70,6
70,13
70,20
70,25
70,27
70,40
70,60
70,77
70,90
73,33
73,55
73,71
79,5
79,7
79,14
79,62
79,67
79,85
79,95
81,1
81,24
81,36
81,45
81,47
81,65
81,99
81,84
81,91
88,2
88,23
88,29
88,39
88,48
88,49
88,63
88,70
88,93
88,94
100,99
1,13
1,7
1,26
9,11
9,35
9,73
9,76
9,80
9,90
9,93
10,58
10,64
10,66
10,68
10,87
10,20
11,23
11,28
11,32
11,43
11,56
11,69
11,71
11,83
11,95
11,98
16,5
16,9
16,62
16,84
17,1
17,2
17,22
17,21
17,24
25,65
25,79
25,39
25,45
25,52
29,33
29,74
29,92
31,37
31,41
31,44
31,49
31,51
31,61
31,86
31,97
34,72
34,75
35,10
35,29
35,89
35,96
35,36
35,77
45,16
45,17
45,40
45,47
45,54
45,55
45,59
45,63
45,82
57,0
57,8
57,14
57,25
57,27
57,38
57,42
57,60
79,12
79,18
79,48
79,50
79,53
79,91
80,34
80,99
83,3
83,6
83,70
83,78
90,31
90,81
90,85
96,4
96,15
96,19
96,30
96,46
96,67
96,88
96,94
100,99
0,24
0,37
0,60
0,18
0,16
7,76
7,79
8,12
8,15
8,29
8,58
8,85
8,87
8,88
8,93
10,19
10,45
10,48
10,61
10,70
10,13
16,1
16,5
16,31
16,23
18,6
18,30
18,62
20,57
20,92
20,25
21,64
21,38
21,33
21,40
24,9
24,17
24,21
24,39
24,44
24,51
24,68
24,82
24,95
27,35
27,99
30,10
30,20
30,78
30,94
30,32
30,34
30,59
30,63
30,65
30,67
31,41
31,43
31,49
31,71
31,80
31,86
31,97
47,72
47,75
47,77
47,81
64,4
64,11
64,56
67,26
67,69
67,73
68,22
68,47
68,90
68,91
68,98
72,28
72,53
72,55
72,74
72,83
72,96
79,8
79,36
79,52
79,89
91,2
91,7
91,27
91,42
91,46
91,50
91,54
91,66
91,84
99,3
99,14
