1
64,95
9,10
33,34
41,42
12,13
20,21
28,29
60,61
45,46
62,63
23,24
47,48
7,15
47,55
56,64
42,43
62,63
47,48
33,41
41,49
10,18
50,58
28,36
13,21
53,61
25,26
34,35
27,28
29,30
9,17
10,18
42,50
53,61
54,62
15,23
17,18
34,35
58,59
12,13
53,54
30,31
7,8
1,9
17,25
33,41
2,10
34,42
3,11
21,29
48,56
44,45
52,53
61,62
7,8
25,33
34,42
44,52
13,21
22,30
40,48
18,19
42,43
52,53
46,47
7,8
2,10
19,27
35,43
37,45
47,55
16,24
57,58
10,11
59,60
4,5
5,6
13,14
37,38
61,62
6,7
46,47
23,24
17,25
52,60
53,61
8,16
48,56
35,36
38,39
54,55
33,41
27,35
4,12
53,61
30,38
8,16
