5,
64,95
9,10
33,34
41,42
12,13
20,21
28,29
60,61
45,46
62,63
23,24
47,48
7,15
47,55
56,64
42,43
62,63
47,48
33,41
41,49
10,18
50,58
28,36
13,21
53,61
25,26
34,35
27,28
29,30
9,17
10,18
42,50
53,61
54,62
15,23
17,18
34,35
58,59
12,13
53,54
30,31
7,8
1,9
17,25
33,41
2,10
34,42
3,11
21,29
48,56
44,45
52,53
61,62
7,8
25,33
34,42
44,52
13,21
22,30
40,48
18,19
42,43
52,53
46,47
7,8
2,10
19,27
35,43
37,45
47,55
16,24
57,58
10,11
59,60
4,5
5,6
13,14
37,38
61,62
6,7
46,47
23,24
17,25
52,60
53,61
8,16
48,56
35,36
38,39
54,55
33,41
27,35
4,12
53,61
30,38
8,16
100,173
1,2
11,12
21,22
41,42
61,62
42,43
72,73
23,24
33,34
43,44
73,74
93,94
24,25
44,45
94,95
5,6
25,26
85,86
95,96
16,17
26,27
36,37
66,67
76,77
86,87
7,8
17,18
27,28
47,48
77,78
87,88
97,98
38,39
48,49
58,59
98,99
19,20
29,30
39,40
49,50
69,70
79,80
99,100
1,11
31,41
41,51
61,71
81,91
22,32
42,52
62,72
72,82
82,92
3,13
13,23
23,33
33,43
53,63
63,73
73,83
64,74
74,84
84,94
25,35
35,45
45,55
55,65
6,16
36,46
66,76
7,17
27,37
77,87
48,58
78,88
88,98
19,29
29,39
39,49
59,69
69,79
79,89
10,20
20,30
40,50
50,60
60,70
11,12
21,22
41,42
61,62
71,72
91,92
2,3
12,13
32,33
52,53
62,63
72,73
82,83
92,93
3,4
13,14
43,44
83,84
93,94
24,25
34,35
64,65
74,75
84,85
25,26
35,36
65,66
75,76
85,86
16,17
46,47
56,57
96,97
7,8
17,18
37,38
47,48
67,68
87,88
97,98
8,9
38,39
9,10
29,30
39,40
49,50
1,11
11,21
71,81
42,52
82,92
13,23
63,73
73,83
83,93
34,44
54,64
64,74
5,15
15,25
25,35
65,75
75,85
85,95
6,16
16,26
56,66
66,76
86,96
7,17
17,27
27,37
47,57
67,77
18,28
38,48
58,68
68,78
78,88
69,79
89,99
10,20
20,30
30,40
70,80
90,100
100,140
0,51
0,37
0,22
0,3
0,25
1,2
1,12
1,30
2,24
2,28
2,31
2,32
2,39
2,54
2,57
2,77
2,79
2,99
3,43
3,10
3,4
3,36
3,35
4,38
4,6
4,15
4,29
4,7
5,94
6,31
6,21
6,9
7,31
7,9
7,35
8,38
8,23
8,9
8,44
8,29
8,36
9,51
9,23
10,63
10,36
10,16
11,93
13,52
13,15
13,22
13,21
13,35
14,88
15,62
16,39
16,18
17,99
18,62
18,36
19,99
20,99
21,51
21,36
21,35
22,39
23,51
23,50
23,25
25,38
25,48
25,36
25,44
26,93
27,94
29,31
29,36
31,45
31,46
31,49
31,80
33,88
34,88
35,38
35,48
36,52
37,63
37,50
37,44
38,40
38,47
38,56
38,75
38,88
38,92
39,41
39,42
39,51
42,74
42,81
42,84
42,89
42,94
43,59
43,69
43,83
43,85
43,88
43,98
44,63
48,62
50,62
51,60
51,62
51,63
51,88
51,95
52,61
52,65
52,70
52,71
52,76
52,86
52,88
52,91
53,88
55,94
58,99
62,82
62,93
62,97
63,64
63,67
63,73
63,96
66,88
68,93
72,94
78,88
87,88
90,94
100,130
0,5
0,10
0,2
0,31
0,1
0,12
0,26
0,19
1,39
1,23
1,2
1,26
1,18
1,19
2,21
2,57
2,67
2,19
2,7
2,12
3,84
3,16
4,95
5,15
5,24
5,29
5,33
5,40
5,64
5,83
5,98
5,99
6,95
7,29
7,20
7,12
7,19
7,26
8,90
9,90
10,82
11,68
12,25
12,14
12,18
12,26
13,85
14,82
16,84
17,85
18,29
18,74
18,26
18,19
19,25
19,26
20,84
21,25
21,28
21,29
21,58
21,61
21,82
21,84
21,96
22,68
23,82
25,60
25,69
25,78
25,92
25,93
25,48
25,53
26,39
26,66
27,85
29,52
29,68
29,80
29,81
29,90
29,95
30,90
31,84
32,85
34,68
35,95
36,90
37,68
38,68
39,46
39,49
39,55
39,59
39,70
39,84
39,89
39,94
41,95
42,95
43,95
44,85
45,82
45,77
47,85
50,85
51,68
54,68
56,95
57,84
62,85
63,90
65,68
66,82
67,82
68,76
71,90
72,95
73,95
74,82
75,90
77,84
79,90
82,86
82,97
84,85
84,88
85,91
87,90
100,156
0,77
0,10
0,25
1,51
1,31
1,35
1,30
1,37
2,7
2,19
2,29
2,34
2,44
2,50
2,63
2,72
2,74
2,92
3,46
3,40
3,36
3,18
3,24
3,39
4,51
4,47
4,59
4,36
4,56
5,98
6,98
8,46
8,23
8,37
8,43
8,30
8,13
9,84
10,51
10,47
10,30
10,23
11,84
12,65
12,14
12,60
12,16
13,65
13,32
13,37
14,74
14,24
15,84
16,45
16,41
16,40
16,37
16,35
16,39
17,84
18,80
18,31
20,77
20,35
20,41
21,98
22,77
22,59
22,48
23,80
24,64
24,56
24,40
25,77
25,60
26,98
27,74
27,48
27,60
28,98
30,64
30,39
31,77
32,64
32,42
32,41
32,39
33,80
33,69
33,60
35,46
35,47
35,43
36,77
37,45
37,39
38,84
39,45
39,43
40,51
40,69
41,65
42,65
42,47
42,43
43,51
45,46
45,54
45,55
45,57
45,61
45,62
45,96
46,53
46,73
46,74
46,79
46,81
46,84
47,64
48,80
49,98
51,65
51,85
51,89
51,95
51,97
52,98
56,74
58,84
59,80
60,64
64,65
64,67
64,70
64,86
64,90
65,68
65,74
65,80
65,98
66,84
69,80
71,84
74,76
74,77
74,99
75,98
77,78
77,83
77,91
80,82
80,87
80,93
84,88
94,98
